Case,C (GPa),dP/dh (N/m),Wp/Wt,hm (um),Pm (N),Er (GPa),sy (GPa)
46,148.1148334,192978.0446,0.701680061,0.246502993,0.009000009,109.63,1.151
47,151.660314,193230.3328,0.703026019,0.243604455,0.008999998,109.63,1.151
48,140.2633223,196896.9327,0.708199319,0.253308179,0.009000001,109.63,1.151
49,153.1833201,199383.397,0.722193742,0.242390609,0.009000011,109.63,1.151
50,158.6767141,187628.8387,0.696235967,0.238157576,0.008999989,109.63,1.151
51,147.9147621,196522.12,0.707433403,0.246669909,0.009000028,109.63,1.151
52,129.5533427,199460.4008,0.732357722,0.263571153,0.009000039,109.63,1.151
53,138.8364585,197558.0048,0.712611465,0.254606789,0.00900002,109.63,1.151
54,148.4745709,197536.0859,0.698946659,0.246203915,0.008999989,109.63,1.151
55,143.1639023,197093.3718,0.710007891,0.25072918,0.009000016,109.63,1.151
56,169.8178019,189790.9733,0.697178945,0.230213188,0.009000023,109.63,1.151
57,3.22934006,188567.9297,0.722992908,1.669413514,0.008999982,109.63,1.151
58,138.2216258,198441.2348,0.714530889,0.255172876,0.009000052,109.63,1.151
59,139.2813068,193609.4815,0.706310337,0.254200343,0.009000054,109.63,1.151
60,151.2936794,198028.9833,0.715291381,0.243899396,0.008999994,109.63,1.151
61,151.3418419,200233.6361,0.716705494,0.243860849,0.009000014,109.63,1.151
62,148.6286184,194313.2281,0.715482808,0.246076604,0.009000012,109.63,1.151
63,153.4935932,196378.2533,0.709440679,0.242146057,0.009000053,109.63,1.151
64,153.6475827,195006.4117,0.710424325,0.242024378,0.00900003,109.63,1.151
65,149.6845376,198749.5688,0.698593471,0.245207438,0.009000035,109.63,1.151
66,147.070637,190499.1827,0.709976355,0.247376575,0.009000013,109.63,1.151
67,137.5334827,201846.7243,0.720340091,0.255809912,0.009000014,109.63,1.151
68,130.4285172,213501.2459,0.734333843,0.262685037,0.009000015,109.63,1.151
69,138.2291097,202315.17,0.719131082,0.255165462,0.009000016,109.63,1.151
70,138.4275842,196551.3231,0.725452624,0.254982477,0.009000017,109.63,1.151
71,152.9583354,197179.841,0.710672488,0.242568558,0.008999993,109.63,1.151
72,136.1546733,200564.6369,0.723565298,0.25710232,0.009000042,109.63,1.151
73,136.4695433,201233.197,0.722585174,0.25680504,0.009000006,109.63,1.151
74,144.4637339,193926.8303,0.727477145,0.249598651,0.009000016,109.63,1.151
75,129.7911698,206615.8678,0.737216355,0.263329256,0.009000018,109.63,1.151
76,149.8628147,196964.1613,0.707716481,0.245061008,0.008999996,109.63,1.151
77,139.0581847,199318.8736,0.724949765,0.254403624,0.009000013,109.63,1.151
78,139.798037,194274.4456,0.714086107,0.253729765,0.009000029,109.63,1.151
79,142.7067002,194036.7384,0.706802519,0.251130664,0.009000028,109.63,1.151
80,154.6706072,188927.3283,0.693596926,0.241222837,0.009000044,109.63,1.151
81,143.6188894,196114.0874,0.708772255,0.250331516,0.009000002,109.63,1.151
82,145.2426659,194845.3786,0.7025923,0.248927987,0.008999983,109.63,1.151
83,138.981698,195209.9028,0.708787257,0.254473281,0.008999989,109.63,1.151
84,128.0781369,199770.1735,0.720864387,0.265084676,0.009000036,109.63,1.151
85,139.4238753,208554.455,0.742050847,0.254069699,0.009000008,109.63,1.151
86,156.7789874,193894.2234,0.70156203,0.239595699,0.00900007,109.63,1.151
87,136.602122,198262.8239,0.725112031,0.25668035,0.009000004,109.63,1.151
88,137.477753,196141.231,0.728295937,0.255861487,0.008999995,109.63,1.151
89,147.4236915,196489.6646,0.710658176,0.247080273,0.009000019,109.63,1.151
90,144.0185347,198835.1547,0.717100707,0.249983843,0.008999995,109.63,1.151
91,154.3557153,196578.7785,0.704793965,0.241468988,0.009000061,109.63,1.151
92,122.0561595,200395.4255,0.733478549,0.2715444,0.008999977,109.63,1.151
93,134.442407,203124.1209,0.728802581,0.25873433,0.009000039,109.63,1.151
94,125.670848,204705.2599,0.725622405,0.267611384,0.009000025,109.63,1.151
95,140.439943,201775.4934,0.739633206,0.253148874,0.009000003,109.63,1.151
96,151.4798381,198748.4536,0.714355695,0.243749728,0.009000012,109.63,1.151
97,143.7523488,199151.3073,0.71212662,0.250215552,0.009000022,109.63,1.151
98,155.4604685,193422.198,0.701935622,0.240609225,0.009000042,109.63,1.151
99,152.6131757,195242.2646,0.709537247,0.242842903,0.009000007,109.63,1.151
100,148.2476877,199407.5989,0.720580694,0.246392837,0.009000033,109.63,1.151
101,156.1582435,194544.1713,0.698777492,0.240071043,0.009000041,109.63,1.151
102,150.9242716,196906.2934,0.706910385,0.244198286,0.009000037,109.63,1.151
103,146.0378528,193810.7243,0.715093405,0.248249306,0.00899998,109.63,1.151
104,135.6443171,193084.4245,0.724508632,0.257585406,0.009000033,109.63,1.151
105,139.9788814,197062.056,0.712168031,0.253565729,0.009000023,109.63,1.151
106,155.6396041,194135.4962,0.70452869,0.240470488,0.009000024,109.63,1.151
107,151.2627346,197396.7923,0.714319145,0.243924737,0.009000023,109.63,1.151
108,138.2320167,193812.7188,0.70415115,0.255162458,0.008999994,109.63,1.151
109,157.8895673,197462.9489,0.704047673,0.238750858,0.009000017,109.63,1.151
110,148.8727386,191936.5899,0.716703758,0.245874661,0.009000005,109.63,1.151
111,149.2201356,204690.1982,0.72437706,0.245588985,0.009000056,109.63,1.151
112,139.5762709,198811.72,0.718868906,0.253931337,0.009000035,109.63,1.151
113,144.9925043,198643.2342,0.708597553,0.249143015,0.00900001,109.63,1.151
114,146.0693947,195810.9725,0.712440627,0.248223144,0.009000026,109.63,1.151
115,151.254709,199149.7138,0.716797027,0.243930827,0.008999995,109.63,1.151
116,145.8937636,198743.5885,0.724549758,0.248372513,0.009000027,109.63,1.151
117,153.6894451,197054.7796,0.700625364,0.241991499,0.009000036,109.63,1.151
118,157.0572771,196986.3902,0.704342782,0.239382847,0.009000033,109.63,1.151
119,151.4919404,197780.4834,0.721741242,0.243739986,0.009000012,109.63,1.151
120,104.0294701,194953.0916,0.726869036,0.294132937,0.009000025,109.63,1.151
121,152.2750001,200006.0043,0.70130638,0.243112354,0.009000003,109.63,1.151
122,149.2097948,199002.8979,0.706905131,0.245597243,0.009000037,109.63,1.151
123,155.3772123,193153.8848,0.715192767,0.24067325,0.00900001,109.63,1.151
124,135.6723059,210204.5122,0.742190609,0.257559112,0.009000053,109.63,1.151
125,162.1341828,193202.6629,0.706814188,0.23560529,0.009000045,109.63,1.151
126,142.1062495,205174.7125,0.718537457,0.251661361,0.009000078,109.63,1.151
127,157.5438146,196821.1841,0.697343397,0.239012427,0.008999996,109.63,1.151
128,152.7070013,196290.3499,0.70060909,0.242768763,0.009000042,109.63,1.151
129,153.8033593,198705.6199,0.711979609,0.241901708,0.009000024,109.63,1.151
130,146.865608,197258.9301,0.705585714,0.247548561,0.008999967,109.63,1.151
131,144.8218767,201012.576,0.718852643,0.249289907,0.009000022,109.63,1.151
132,140.8445644,195381.9539,0.709406142,0.252785221,0.009000019,109.63,1.151
133,143.1155467,191399.1308,0.714466907,0.250771528,0.009000016,109.63,1.151
134,139.8015381,196792.1763,0.721541606,0.253726763,0.009000041,109.63,1.151
135,145.6792187,195725.512,0.714082856,0.248555264,0.009000021,109.63,1.151
136,150.2725083,197530.5486,0.717062045,0.244727422,0.009000048,109.63,1.151
137,145.2877533,197510.3707,0.719175751,0.2488899,0.009000022,109.63,1.151
138,146.3686526,198695.4318,0.720915337,0.247969442,0.009000039,109.63,1.151
139,145.1163596,203433.3566,0.712973647,0.249036794,0.009000019,109.63,1.151
140,154.1580126,194100.0184,0.704081317,0.241623632,0.00900005,109.63,1.151
141,170.5187195,200166.8373,0.703974866,0.229739023,0.008999981,109.63,1.151
142,144.4337995,198720.3519,0.720916905,0.24962485,0.009000041,109.63,1.151
143,173.6959971,191652.9894,0.693727818,0.227628541,0.009000015,109.63,1.151
