n,Er (GPa),sy (GPa),C (GPa),dP/dh (N/m),Wp/Wt,hm (um),
0.43236712,64.66914558,0.447803838,52.97698593,348244.12,0.686250027,1.15E+00,
0.314203336,70.83097689,1.900763048,88.19581563,201323.9994,0.495159187,6.59E-01,
0.099428612,39.11556776,2.721616504,61.90790224,98798.5585,0.342709515,6.21E-01,
0.408040488,109.2603844,1.435139677,109.1049943,560427.9567,0.592872054,1.18E+00,
0.464413954,160.8470068,1.68043785,150.891241,522214.7126,0.594860764,7.83E-01,
0.087300419,61.76207761,2.773924907,86.40135016,185585.9499,0.435973974,7.06E-01,
0.248997666,117.0503001,1.519514434,105.3091383,747532.6765,0.662310987,1.39E+00,
0.499031974,209.4579427,0.776326416,141.5675165,526266.8682,0.70091533,6.08E-01,
0.422842555,83.53150817,1.058777617,83.9857881,281459.2361,0.597301038,7.59E-01,
0.114884117,11.30844553,1.864872022,22.02314277,46596.6672,0.226468084,1.09E+00,
0.141613985,119.3877005,2.811188929,131.0879485,442295.5458,0.572884301,8.39E-01,
0.16797069,119.3650272,2.04081158,115.7372696,87043.59456,0.638274867,1.59E-01,
0.280373805,132.6141182,0.893224485,90.05379205,626677.4433,0.753730971,9.93E-01,
0.106207315,143.3072246,2.259751722,128.321092,845530.934,0.675640458,1.27E+00,
0.019515005,132.7039717,2.334989175,120.2849997,228691.7528,0.685379611,3.60E-01,
0.232584888,90.96530204,1.890665466,99.6699432,520794.6665,0.576257242,1.28E+00,
0.466897866,226.0329043,1.002103964,155.2186413,1282270.44,0.697773921,1.38E+00,
0.295518663,170.7587007,2.319175256,157.8512396,561257.2538,0.624050623,7.67E-01,
0.212280082,125.6499225,0.114400127,22.66702663,353343.2272,0.942931811,4.92E-01,
0.269659128,205.4594052,2.295897186,170.1500346,309217.1063,0.665797782,3.51E-01,
0.208697343,90.73592329,0.635436353,58.94041163,497460.3356,0.785592454,1.07E+00,
0.160063491,14.03700545,1.732610995,25.21076525,73596.41418,0.243722404,1.39E+00,
0.291407634,40.311091,1.482768,55.83181534,118750.8332,0.436935867,6.88E-01,
0.004377578,176.2190463,0.3879637,36.06249512,1499258.104,0.94694834,1.36E+00,
0.483702369,101.1899094,0.731206676,87.18214766,238575.9647,0.647367561,5.34E-01,
0.20364546,199.087977,0.078597362,18.29757753,865820.2601,0.966728379,7.85E-01,
0.219398219,168.9465629,2.773468314,162.0110762,313757.5607,0.617438834,4.29E-01,
0.019612936,93.24865153,2.02824515,95.38005679,617097.2423,0.639494748,1.39E+00,
0.116964217,101.7072509,2.00423222,103.2944695,665492.7568,0.628340541,1.41E+00,
0.453948867,56.44540999,0.323854452,44.20168155,225503.0766,0.700232583,8.48E-01,
0.014382974,185.7030773,2.747230535,150.2379758,678350.0215,0.718582418,7.74E-01,
0.397573487,210.8340562,1.573581041,163.7700229,684858.3107,0.669829666,7.77E-01,
0.426469061,99.01416471,1.036120496,92.71783199,557587.849,0.623530383,1.27E+00,
0.112966469,32.89105687,0.993451815,41.10022282,17783.23157,0.538018168,1.16E-01,
0.105974788,73.84143976,1.866811083,84.13732764,473167.4173,0.576504567,1.39E+00,
0.461467366,68.15074184,0.403866871,54.22801483,167059.5795,0.69022248,5.28E-01,
0.41539123,129.6442696,0.216273607,56.70268526,110701.0289,0.835493278,1.78E-01,
0.346216925,74.1811129,1.992013317,93.07903381,403198.123,0.484117079,1.27E+00,
0.048191681,122.2194055,1.284802948,85.0443697,942996.3537,0.783553602,1.48E+00,
0.452758972,112.5717624,1.312537193,110.7432323,305236.9193,0.592013838,6.29E-01,
0.172895218,85.29509737,2.051651839,96.98452657,125823.6491,0.564494858,3.28E-01,
0.030675221,81.47953267,1.331188981,72.84637054,330664.8978,0.708425123,8.01E-01,
0.221820359,110.7359127,2.881378709,130.1823882,365923.593,0.523992948,7.71E-01,
0.329772282,70.97002356,0.862582358,66.58415305,421266.3263,0.647982741,1.27E+00,
0.093675945,150.3707948,1.952368004,120.7849537,230257.6835,0.720745964,3.20E-01,
0.351217414,69.88611268,0.39454318,48.20614745,38347.88861,0.752953701,1.12E-01,
0.450997768,195.4297449,2.297735837,186.3743813,557124.2763,0.576568607,7.10E-01,
0.339118651,206.2574066,0.662953992,104.1019816,608518.7359,0.805988051,6.46E-01,
0.308196282,146.2552196,1.623069683,126.6737889,598297.1099,0.659884736,9.21E-01,
0.033413199,85.68207611,1.628758521,82.82147639,540369.3139,0.67060646,1.29E+00,
0.417708609,85.4409193,0.999173671,83.17965872,417378.3951,0.612426989,1.09E+00,
0.423706483,92.84779136,0.389736437,61.43669574,97863.12246,0.747830869,2.24E-01,
0.371554694,44.88694319,0.107813352,21.64895169,145689.465,0.835763261,6.21E-01,
0.054213211,45.57922958,0.21978255,19.47858923,413845.3587,0.89041312,1.47E+00,
0.123247856,50.03366885,1.85691662,66.81925626,301006.1046,0.478529474,1.36E+00,
0.028275831,19.736994,0.503202185,22.52279873,20534.37726,0.610774269,2.10E-01,
0.241172263,121.2248041,0.433618949,56.30047236,722922.1562,0.846969468,1.15E+00,
0.215198486,52.91921633,2.055845396,72.86763472,175388.3837,0.442524871,7.75E-01,
0.117748402,198.9101362,2.532944923,158.1744584,1336832.874,0.706775791,1.48E+00,
0.39162644,120.7143428,0.666238944,85.08212273,555407.8074,0.72803065,9.99E-01,
0.400062968,138.1021091,1.62075362,130.3769265,240961.0452,0.610084558,4.06E-01,
0.007292933,92.81959639,0.453129074,36.96929125,130068.1542,0.899998307,2.27E-01,
0.27790721,85.12069849,1.572138851,91.07334202,166851.7191,0.586079916,4.35E-01,
0.102709246,27.97450258,1.178887586,39.23968607,66983.5542,0.456073991,5.40E-01,
0.353395214,125.7181566,0.819528813,90.9989808,454686.6822,0.7245886,7.82E-01,
0.070988902,77.43364975,1.9193666,86.30255289,376319.7743,0.591823066,1.05E+00,
0.064793471,34.49159264,2.965590521,56.89180565,113808.0336,0.313098725,8.25E-01,
0.121150247,131.270833,0.64380969,61.41392313,749905.3142,0.859091235,1.05E+00,
0.457816739,188.3980941,1.237261237,148.8110926,1000526.883,0.659467595,1.27E+00,
0.22787397,205.8098227,1.544770783,136.7519948,417486.4492,0.751436022,4.45E-01,
0.02493341,101.551575,2.087194408,100.9662489,345575.4276,0.650673029,7.13E-01,
0.148983509,34.6682724,2.045935588,53.33758633,103530.8613,0.366546501,7.21E-01,
0.006632556,155.2046911,2.311552577,126.7360999,185723.3403,0.725397608,2.46E-01,
0.240626715,15.90903954,0.900783863,24.77296615,61738.82695,0.356684898,9.36E-01,
0.485154782,83.45787392,1.03984651,86.58691312,172598.5597,0.572995069,4.75E-01,
0.36823413,135.9746254,2.754582072,152.5487529,509530.4277,0.522749358,9.06E-01,
0.047437611,15.2719715,1.907154886,27.32917618,58917.47575,0.271990117,9.76E-01,
0.043054523,93.15365524,0.403075958,35.8235731,394108.5457,0.899646668,6.98E-01,
0.21855603,173.6637667,0.772132261,87.08957599,565033.6691,0.828208147,6.59E-01,
0.35734989,202.6933224,2.745101922,191.5688237,356020.7947,0.592096777,4.30E-01,
0.076678147,201.9534903,1.795909544,127.5140499,980792.0182,0.789594231,9.93E-01,
0.075646027,12.9602419,1.044837283,21.45638333,17065.70612,0.324628664,3.21E-01,
0.287710397,222.7973426,1.031359549,124.0537221,404415.6491,0.787668744,4.00E-01,
0.197850211,207.1548125,0.455411033,65.04864596,830770.5847,0.896320195,7.79E-01,
0.033646265,45.92342068,1.547972901,58.21374111,189099.5783,0.525906181,8.99E-01,
0.492385248,110.4421123,0.100069953,45.18138856,225353.5,0.839349807,4.30E-01,
0.444118575,228.8886562,2.018460894,195.0689155,966215.1828,0.618525247,1.06E+00,
0.298078678,171.2762021,0.38579718,67.49921355,669726.0195,0.860791391,7.92E-01,
0.35613511,140.0629924,2.521957059,150.061127,535480.5986,0.549971671,9.13E-01,
0.446028948,220.4749351,2.927731721,215.8386858,266562.9526,0.554458075,3.09E-01,
0.264574631,94.88346867,0.597475248,61.95041255,178314.0636,0.775338373,3.76E-01,
0.316408174,155.4224389,2.420682104,154.1552192,268336.4098,0.591513568,4.06E-01,
0.440778525,110.4806822,1.993056225,124.4050046,410662.888,0.524057397,8.86E-01,
0.053075123,183.8079045,2.409444834,142.80488,1096311.821,0.72972744,1.26E+00,
0.185857941,39.94808197,0.226632998,22.77604314,140775.8415,0.828164661,6.35E-01,
0.01427128,46.29337466,1.219398251,52.69388708,30114.29676,0.59982912,1.35E-01,
0.125403474,155.4535051,1.025001464,87.42147479,197446.3722,0.819805341,2.48E-01,
0.176268322,85.41431153,2.191940935,99.67268337,146197.4555,0.547703594,3.84E-01,
0.287795433,221.2530062,0.837973685,111.4298687,860771.1964,0.810973326,8.45E-01,
0.040092134,115.4215179,2.05003701,106.9394998,390356.2475,0.678740184,7.03E-01,
0.261542385,185.6816126,0.523059323,77.00899234,1154951.982,0.855140166,1.26E+00,
0.376761695,98.85487136,2.271675577,117.8365222,500879.6305,0.501846906,1.20E+00,
0.050984554,74.42369984,0.477797015,38.42517162,631661.8046,0.859522951,1.45E+00,
0.422461874,183.3973587,2.765467017,187.5077832,622727.829,0.548932725,8.45E-01,
0.236561075,12.28837738,1.547218823,22.27336676,40012.59455,0.219908331,9.10E-01,
0.265715808,170.7393005,2.435048586,158.2479076,872544.4466,0.62716678,1.18E+00,
0.322304945,228.4874321,1.050394275,132.5172107,210299.6334,0.771249815,2.08E-01,
0.196192594,143.0866047,0.879237168,84.13868503,850070.9459,0.80179375,1.19E+00,
0.081763919,62.21503248,0.600814679,43.14755018,230938.9994,0.793047897,6.80E-01,
0.169950388,214.9973905,1.669430345,136.9762606,175599.535,0.770446723,1.76E-01,
0.098751725,132.2251125,0.938364627,75.90749727,710166.5566,0.823030187,1.02E+00,
0.160242848,225.5469809,2.435623993,168.6536939,1453753.198,0.716790456,1.45E+00,
0.428518135,124.2845204,0.847323937,98.81810652,285451.5917,0.680429483,5.16E-01,
0.171328861,185.2493603,1.907467589,138.1454942,466030.9925,0.726957509,5.46E-01,
0.147609883,130.2516915,0.336703412,41.55446742,92941.43921,0.905267561,1.27E-01,
0.0404443,120.8941075,1.652498623,97.31669498,556108.7442,0.736493797,9.18E-01,
0.231266034,222.8583135,0.663639278,89.71962046,562104.041,0.858878138,5.19E-01,
0.123285098,72.40343102,1.182597621,68.38623247,394476.7153,0.674690112,1.11E+00,
0.094425367,19.30872189,2.128289673,33.69168842,18895.4854,0.27626014,2.49E-01,
0.336567694,131.3135677,1.390644377,114.4653528,143517.8492,0.657653851,2.45E-01,
0.413606452,184.2164775,0.443815015,93.12059017,852475.824,0.798747672,1.02E+00,
0.109036481,102.648809,0.253645026,29.38662882,606373.1856,0.920306178,9.91E-01,
0.23963595,206.2140511,2.022858413,157.5094644,992437.2722,0.70234256,1.09E+00,
0.403208219,228.9842803,0.690235597,123.7513844,325896.5392,0.777003244,3.28E-01,
0.171105858,202.0427462,2.957814345,177.3878107,725766.3563,0.655249849,8.26E-01,
0.106587268,164.9784321,2.83230887,152.6392795,175910.5629,0.652134699,2.37E-01,
0.192058146,27.1046275,1.883002934,43.53216595,93275.5549,0.324171218,8.56E-01,
0.23815097,71.78421281,0.422859492,44.19924962,207551.1308,0.798487905,5.56E-01,
0.406098672,113.8108624,1.240862099,106.0347544,343031.0183,0.623842067,6.85E-01,
0.133865724,162.1624391,1.799043825,122.9602717,1087735.815,0.732796378,1.41E+00,
0.354243724,117.5998787,0.04285934,19.42427716,798399.4195,0.943795819,1.23E+00,
0.161701391,162.8928972,0.063930327,12.30509353,1299873.155,0.972159703,1.39E+00,
0.217386517,161.1453348,0.065924995,16.18106917,517417.1429,0.9649584,5.65E-01,
0.219231613,59.83845908,1.078404618,62.37188206,389050.9071,0.619034076,1.38E+00,
0.133344906,99.1209744,1.223282679,81.08985278,97830.57395,0.72321538,1.99E-01,
0.252782411,141.6013785,0.338859073,53.0404149,921238.7095,0.87585206,1.25E+00,
0.148777446,179.5053887,2.482755213,152.6799953,460817.6815,0.680287619,5.70E-01,
0.06397575,57.3625865,2.154265334,75.67464575,332064.8986,0.487320466,1.31E+00,
0.070612893,120.1224079,1.112698978,79.08006595,871417.9894,0.796175164,1.38E+00,
0.050693651,145.8895716,2.385850008,128.8764673,654166.8931,0.688431888,9.49E-01,
0.136744984,50.28781908,0.228183134,23.2970838,43738.74335,0.868893079,1.50E-01,
0.230720906,216.830933,1.783668908,150.6695034,616282.84,0.734239438,6.36E-01,
0.290637491,92.8215949,2.376994512,111.8028971,225910.6123,0.508589799,5.69E-01,
0.045123378,95.22436132,2.052375376,97.94158157,385417.6893,0.63277516,8.57E-01,
0.499192565,128.7980526,0.188108205,63.99720103,119793.0229,0.798280376,2.04E-01,
0.140032605,61.29780093,0.114343158,15.36416367,105316.5933,0.930182676,2.80E-01,
0.139870865,128.24702,0.658615529,63.44087641,559938.7644,0.847538319,8.17E-01,
0.216943404,164.8652377,2.114351992,142.0474292,740867.326,0.66970007,1.00E+00,
0.435062546,109.5892511,1.685685072,117.0726615,471514.8844,0.554391252,1.01E+00,
0.033505434,182.0303145,2.21495244,133.8990025,868146.9234,0.753178977,9.82E-01,
0.203722198,193.0015808,2.295941773,157.7045072,906989.6493,0.685034917,1.06E+00,
0.24063326,93.41715059,1.488500296,92.17025974,425566.0727,0.629746556,9.89E-01,
0.134044527,127.2730418,1.77081157,109.5899694,798574.6906,0.694238917,1.32E+00,
0.197842765,193.4272942,0.814059389,90.80301671,814834.1471,0.84058705,8.51E-01,
0.323410854,183.5817309,1.146899986,124.1721272,235430.3059,0.736648507,2.86E-01,
0.322377998,79.27368152,1.18912998,80.20749284,109191.5127,0.611105289,3.02E-01,
0.108468283,185.7244556,1.475203867,113.6435475,922304.885,0.79651191,1.01E+00,
0.254268658,213.038618,0.259541163,52.50084445,761585.0055,0.915079068,7.00E-01,
0.408387461,175.853929,1.982899343,162.2014818,514896.0549,0.606138993,7.04E-01,
0.499621338,172.1691325,0.951838119,134.5283778,717945.1536,0.660473481,9.97E-01,
0.197900887,128.9679812,2.271050991,128.0467013,802029.7855,0.618355581,1.39E+00,
0.269695249,219.2490004,0.443868674,76.12497848,1046582.802,0.876531127,9.79E-01,
0.42881327,224.0454911,1.245980664,159.9874177,1087832.732,0.69174701,1.17E+00,
0.183870651,108.7997988,0.774170688,69.06218772,717320.5541,0.791362074,1.29E+00,
0.207915232,198.8132326,2.663742722,171.6214491,241749.8261,0.65891612,2.80E-01,
0.15390462,221.3200881,1.744711822,139.6998188,1311759.189,0.774151559,1.27E+00,
0.396451995,105.4131192,1.602641737,110.2217507,84475.07966,0.572815393,1.85E-01,
0.255561211,26.79176284,2.392794827,45.17936254,88307.18528,0.260916594,8.79E-01,
0.170103724,170.6579898,0.819446897,83.65265989,646049.0702,0.839306799,7.46E-01,
0.432594077,34.32502352,0.591520962,39.31074914,228326.946,0.550477783,1.47E+00,
0.024034257,148.9209138,1.730832207,107.0039165,970586.2406,0.770974649,1.29E+00,
0.269543045,200.4451634,0.3652207,65.65195966,586714.3798,0.885696608,5.87E-01,
0.013812463,180.7709238,2.671852526,146.3679742,867616.0276,0.7198621,1.01E+00,
0.135411872,69.73465982,0.171405468,21.13079824,49867.01091,0.915554137,1.19E-01,
0.028882998,118.2146201,1.985835457,105.6962887,587175.5217,0.695705925,1.02E+00,
0.037676448,161.8290515,0.129819049,14.28952585,387895.9908,0.971862832,3.90E-01,
0.423717805,34.29665647,0.964172126,45.49559845,163980.7064,0.461156352,1.10E+00,
0.352378662,100.6398028,1.455771646,101.1933402,168390.0327,0.60118896,3.77E-01,
0.495803177,175.600123,2.601522518,185.6498474,193476.0234,0.525398239,2.78E-01,
0.335978659,62.58535549,1.825866781,80.80439702,118773.1711,0.471673005,4.44E-01,
0.195671132,170.6225332,1.566261461,123.0601137,401619.2975,0.738540043,5.04E-01,
0.497471199,84.31686941,0.486369892,68.66172598,402744.3309,0.670843766,1.06E+00,
0.493181469,190.1339319,1.038143468,146.0953141,639265.8637,0.662876211,8.13E-01,
0.126227952,78.78586459,1.277581894,74.0917063,318190.9349,0.673891548,8.29E-01,
0.269098324,194.6854133,1.744915419,146.6826339,668227.5598,0.706090487,7.75E-01,
0.024066895,122.5402351,0.256442813,25.27517264,656373.1135,0.94703341,8.37E-01,
0.336045192,161.4478304,0.646024046,90.95142741,883927.0876,0.789055649,1.17E+00,
0.033700491,213.5807866,0.739481104,66.96997681,770010.5749,0.912299521,6.38E-01,
0.152534564,150.678327,1.500021513,109.9405506,418166.248,0.746164947,5.76E-01,
0.436199988,137.9895045,2.439028984,152.2075747,436103.2161,0.523995601,7.70E-01,
0.328701286,201.0321937,1.022450696,124.0444431,1215721.894,0.758975667,1.35E+00,
0.045818208,59.97217678,1.234365561,61.26394989,358875.142,0.651764502,1.21E+00,
0.411867769,192.2752313,0.831042653,123.1948549,343744.7643,0.736917535,4.11E-01,
0.351220812,86.92188248,0.198138396,38.93777521,138356.9997,0.845010636,3.11E-01,
0.234177809,129.0941268,0.309099479,46.70239192,365245.2957,0.883388654,5.32E-01,
0.092110226,181.8614008,2.306699895,142.6396958,287152.0662,0.720926308,3.38E-01,
0.152723778,79.44705652,1.139699514,71.48593658,221897.1784,0.689141634,5.70E-01,
0.146725868,222.8295129,1.42271245,123.8896455,1291829.168,0.807869893,1.21E+00,
0.400189348,223.5548135,2.951915219,212.7737551,189684.1293,0.574368127,2.14E-01,
0.16479097,151.241419,0.522274062,60.1920858,369851.3501,0.875797979,4.58E-01,
0.494685686,139.4919531,1.097505718,123.0674419,681975.8226,0.623832285,1.15E+00,
0.413248736,66.45135286,0.901757417,68.52194963,442922.2824,0.593318129,1.48E+00,
0.000376282,198.3458114,2.211692838,134.4762142,318834.4805,0.781199419,3.24E-01,
0.430012784,182.8230315,1.378977767,148.1255694,783880.0794,0.656065772,1.02E+00,
0.166411818,25.05109761,0.84261766,33.12446211,39106.97109,0.497530986,3.43E-01,
0.409106724,91.95565783,0.309405193,54.40435802,517822.0687,0.77959248,1.17E+00,
0.226729909,78.03063967,0.121775305,21.349668,481191.4585,0.91682717,1.07E+00,
0.307942766,217.8288579,1.864546516,164.9792276,398397.5207,0.691881487,4.27E-01,
0.127032994,42.61516948,2.541630638,65.24765296,49824.80286,0.367517594,2.84E-01,
0.266453049,28.88244001,0.414975216,28.39914192,153834.5631,0.652420437,1.09E+00,
0.342649945,46.96413816,0.060871909,15.51368465,28059.82926,0.89275966,1.08E-01,
0.293877711,136.3870318,1.34461983,111.5190914,574574.6364,0.688322773,9.24E-01,
0.430746014,196.2637666,2.864160534,198.3322601,720358.4847,0.54899265,9.23E-01,
0.187850122,194.103675,1.934448705,143.8865616,766512.9018,0.724275236,8.67E-01,
0.07299519,107.6369807,0.987186129,70.84833257,777400.6341,0.798494425,1.36E+00,
0.123548774,143.3910224,0.35073998,41.77647075,781319.6128,0.914895998,9.57E-01,
0.370962303,182.3627432,1.227633248,133.8251308,799408.9333,0.702695907,1.01E+00,
0.016528451,200.683355,0.191186428,19.47741795,166445.7102,0.970296425,1.35E-01,
0.041376156,184.0955377,2.959027354,158.1764091,472995.7902,0.689073684,5.59E-01,
0.269578154,108.2490273,1.753177064,108.4948673,166723.6519,0.611880504,3.43E-01,
0.49569838,188.369004,0.294342443,93.94999872,665616.3622,0.788024198,8.13E-01,
0.227294985,204.6604601,1.90561194,151.0840098,224755.9898,0.717080429,2.46E-01,
0.498105471,202.0696833,0.52335977,120.8746598,380670.2086,0.739333455,4.47E-01,
0.031472981,95.03366825,2.724128339,110.2413978,357631.4399,0.560183405,8.36E-01,
0.23966723,95.97825907,0.969707507,77.08403518,188789.5468,0.715021126,4.07E-01,
0.255607678,121.4395596,0.81113073,80.24670906,738430.5505,0.767658387,1.25E+00,
0.359371157,159.5179955,1.367253463,128.6953339,563690.4645,0.676308054,8.05E-01,
0.044002296,150.6546841,2.608475315,136.2613776,976640.6963,0.676607163,1.39E+00,
0.402789002,131.6417651,0.910794615,102.4148337,309955.6468,0.690563489,5.26E-01,
0.391055895,114.0810833,2.433931861,132.5510694,141493.8164,0.508880955,2.97E-01,
0.33106022,100.3986611,0.969568838,84.83994528,140581.0745,0.680792458,3.02E-01,
0.211118221,24.74906606,1.877866397,40.52986885,97652.5034,0.302545037,1.00E+00,
0.325157442,202.5895859,1.332646549,139.6828869,1320363.265,0.72582485,1.48E+00,
