n,Er (GPa),sy (GPa),C (GPa),dP/dh (N/m),Wp/Wt,hm (um),
0.023413008,88.55652676,1.924560856,90.86621203,619389.5165,0.639436606,1.46E+00,
0.405225822,225.913621,0.565831715,113.3024024,1401984.129,0.794868919,1.42E+00,
0.258304366,42.92968108,1.559617708,58.7714126,81379.83159,0.448596311,4.39E-01,
0.176478279,117.0255408,0.469697234,52.54190786,276888.1986,0.86068287,4.40E-01,
0.243497998,104.3392807,2.688078697,123.431899,301103.2414,0.520496014,6.73E-01,
0.224131667,159.7245039,1.804829806,130.7450033,769311.823,0.691436697,1.06E+00,
0.411509113,185.160612,1.826082749,162.6485733,84824.686,0.624694405,1.10E-01,
0.399050132,60.54990232,1.350360498,73.40129762,195772.5407,0.508563893,7.43E-01,
0.095467262,51.72888163,1.832804637,67.5422408,91429.19219,0.496814605,3.96E-01,
0.16685706,17.99426296,0.209558436,15.05913531,24585.19704,0.734139551,2.58E-01,
0.343072777,230.1788353,1.594908631,163.8930199,500598.0942,0.705410035,5.13E-01,
0.218704267,199.224344,0.350722627,56.86239679,132113.5308,0.905041976,1.28E-01,
0.405549931,105.099772,0.575677263,75.39443852,686774.9987,0.724094787,1.41E+00,
0.334668451,213.4982317,1.612323253,157.184318,1271117.045,0.699232326,1.39E+00,
0.059732778,217.9408955,0.823979053,76.30303084,638116.1233,0.897482734,5.37E-01,
0.096321969,184.9541351,0.054949425,7.651467583,684353.3827,0.98086929,6.78E-01,
0.304073739,184.8729167,2.440885352,168.9454415,371722.4811,0.623189666,4.75E-01,
0.079679734,164.3639566,2.967896421,153.6932394,636057.9879,0.650485387,8.57E-01,
0.246292075,156.65855,0.181788523,36.84367168,406414.7871,0.92279821,4.82E-01,
0.018210687,139.6741318,0.19369368,19.58238487,980149.6797,0.961989802,1.09E+00,
0.379307799,157.6438122,2.386053428,159.6318076,217839.3134,0.570617192,3.32E-01,
0.161514464,57.59094973,2.405959493,80.02435957,136286.7855,0.438132078,5.55E-01,
0.297978991,187.7092803,1.861383281,151.6939971,464530.1863,0.676957625,5.68E-01,
0.060528164,22.5815731,1.393680112,35.07727795,104752.3284,0.374713837,1.10E+00,
0.459323902,150.1871493,2.987581097,172.2065741,270634.0161,0.492982899,4.50E-01,
0.179390489,79.99196099,1.984748869,92.48641395,125673.7394,0.556004407,3.50E-01,
0.304423119,74.54685685,1.161880679,75.97684629,351886.2859,0.612061903,1.03E+00,
0.33200416,173.4593617,2.110010549,156.8193418,975799.4584,0.628093113,1.32E+00,
0.150527029,62.86358659,0.512932235,42.17465095,454309.1192,0.791522101,1.35E+00,
0.384902867,175.5331708,0.16362662,53.60879573,821056.2671,0.886497235,9.59E-01,
0.031294083,24.01665704,2.744034623,41.93387867,108786.2654,0.282145101,1.15E+00,
0.445069011,206.9809065,0.894078954,137.779904,542331.6015,0.716273591,6.20E-01,
0.292666673,147.4031155,2.584839773,151.6022935,784086.3022,0.578650487,1.25E+00,
0.238096423,60.61131505,2.191903598,81.72241786,236773.9005,0.451521743,9.16E-01,
0.323044765,119.950516,0.834601614,86.751932,776694.8996,0.731064994,1.38E+00,
0.121227941,41.80766882,0.071737627,9.403463591,238797.7741,0.939106321,9.00E-01,
0.222530695,221.8770231,1.992757422,159.4862794,1216022.808,0.722730206,1.24E+00,
0.192428768,170.3737832,2.619029997,156.5317249,928777.323,0.641976108,1.24E+00,
0.457260667,206.9908164,2.614283282,201.7816317,204455.615,0.560328581,2.50E-01,
0.275405312,28.17443072,1.107603085,39.91777049,115581.1446,0.428606645,9.52E-01,
0.028593316,86.03316358,2.378326635,98.63720083,67548.35014,0.573099982,1.72E-01,
0.135533381,53.31136508,0.943471529,53.04662419,342875.4321,0.656119882,1.31E+00,
0.060266602,219.4721352,0.563287337,57.4387783,657485.4392,0.924706981,5.32E-01,
0.349940698,133.8313962,1.637945491,124.507258,655677.363,0.626178393,1.12E+00,
0.031398869,57.00124056,1.327282621,61.43501326,38121.62518,0.625502944,1.38E-01,
0.059169758,49.88759802,2.787677016,74.32943552,239841.0384,0.391271354,1.15E+00,
0.350693654,171.491718,0.484284651,83.61480019,1185035.87,0.817135466,1.47E+00,
0.075513242,18.29647144,2.239024461,32.57817276,96134.4877,0.268590753,1.34E+00,
0.056117199,22.36161822,1.037156792,32.16104782,133636.8171,0.441757118,1.35E+00,
0.276586581,73.35514328,2.829141328,100.7665652,118397.0904,0.422759789,3.91E-01,
0.367777501,227.8382038,2.531335135,199.6798995,814492.5462,0.618316753,8.82E-01,
0.251724559,130.0878087,2.309814851,132.8753116,423870.5697,0.595482204,7.43E-01,
0.179986121,133.3295822,1.147735569,92.77274389,702946.586,0.761213584,1.08E+00,
0.384620948,179.6125179,0.927295415,120.0438287,1153007.086,0.731565031,1.45E+00,
0.368882015,88.33641628,0.339376573,52.19477053,414115.5896,0.786642754,9.56E-01,
0.128757587,128.0838052,1.706350354,107.5293941,675085.0375,0.705089007,1.10E+00,
0.334253934,162.4147083,0.516127279,81.70967736,372221.94,0.814299191,4.82E-01,
0.303436202,100.7871169,0.155049905,32.92065906,309547.938,0.892162802,5.75E-01,
0.241567522,48.87082477,2.102390678,69.71731395,57427.95488,0.412097933,2.80E-01,
0.371816311,124.0015687,1.43663004,115.0181039,300169.762,0.62764828,5.50E-01,
0.438540747,62.62383422,1.520829979,78.81974247,151266.7079,0.479672426,5.66E-01,
0.184507316,223.3044632,2.335590853,167.5393501,339691.9687,0.712561341,3.44E-01,
0.119578945,202.9142286,0.030431138,4.466995091,709322.4263,0.985758927,7.03E-01,
0.1698128,195.4142588,1.584707302,128.1220593,1040675.732,0.766331026,1.13E+00,
0.007062581,143.8355264,1.249926115,85.08361401,414452.5993,0.827899433,5.32E-01,
0.352834195,166.6910149,1.802281958,146.3202361,748160.9179,0.640462273,1.04E+00,
0.059839141,29.11530212,0.418588161,25.20503774,143824.5614,0.73449468,9.20E-01,
0.289657506,35.22680301,2.983884965,58.64255852,23740.56401,0.26037731,1.82E-01,
0.099221912,159.291961,0.969177514,82.55831707,1199722.077,0.839836145,1.43E+00,
0.130203461,150.6407305,2.364539654,136.0287681,926624.1712,0.665879073,1.34E+00,
0.448065527,135.4658328,1.142335968,117.8885542,849947.1707,0.638807128,1.45E+00,
0.462797924,79.44891094,1.127984588,84.9976128,262920.2411,0.562552888,7.58E-01,
0.173114428,68.60651461,0.482000068,43.22579633,543987.4531,0.802750521,1.49E+00,
0.066795622,132.1682458,0.748759527,63.13307229,854876.245,0.862685897,1.16E+00,
0.168253054,192.6004972,0.248596626,39.04074854,446076.0076,0.93543928,4.22E-01,
0.116416929,208.8021715,2.571404304,162.5550827,441319.1672,0.71248334,4.66E-01,
0.37431476,141.7642888,2.574795072,153.4058724,486552.2524,0.540999796,8.26E-01,
0.344132595,39.46995473,1.044385649,50.15056789,71341.46046,0.495565475,4.09E-01,
0.160350014,128.1300636,0.169432035,26.01764831,358030.4046,0.938674504,4.82E-01,
0.137610638,208.1360931,0.768245053,81.74265537,561596.9068,0.874779893,5.23E-01,
0.229286861,39.44385679,1.407014359,53.48685385,181372.5458,0.462034664,1.05E+00,
0.366278599,76.97407276,2.136801008,97.96074991,151770.2426,0.470305686,4.68E-01,
0.196515835,64.21703808,2.186484766,84.06917909,144939.0915,0.477154419,5.21E-01,
0.389683608,166.2750272,1.003603559,119.6016141,702486.6731,0.710530313,9.58E-01,
0.461252252,178.8836574,1.738183293,162.3984584,255382.0669,0.604084984,3.48E-01,
0.440219147,62.88788785,0.683823124,61.12184299,268420.9048,0.617851863,9.39E-01,
0.46208518,188.5258843,1.89427877,172.5235085,616913.6451,0.59701711,8.05E-01,
0.167197399,193.16304,2.297518558,153.8773048,856537.5074,0.700591115,9.84E-01,
0.189847053,133.7700928,0.701425287,71.53000314,554408.9452,0.825228832,8.08E-01,
0.058743227,43.46356832,2.213198488,63.43686843,36992.09583,0.413990887,2.00E-01,
0.415058996,106.6074506,0.082116101,32.68213126,75180.68871,0.889765576,1.38E-01,
0.272628611,217.0067545,1.29510485,134.5733447,947040.1619,0.762630293,9.70E-01,
0.165654218,142.7254906,2.117157656,128.4287915,572728.5172,0.665374936,8.76E-01,
0.250676269,161.8580398,2.972770348,165.2532152,973179.5575,0.582360622,1.42E+00,
0.283375102,14.77977477,2.056026047,27.47259562,71027.96397,0.206775698,1.42E+00,
0.413523267,184.3019777,1.722997429,159.1047411,1145027.229,0.632234384,1.49E+00,
0.04521751,169.9758536,1.607282847,109.1595682,584754.1855,0.796313035,6.77E-01,
0.37674291,31.03477201,0.365376976,30.13258274,161688.3527,0.640169484,1.09E+00,
0.097819535,142.9609225,0.684914791,63.54502047,747865.5198,0.868711076,9.55E-01,
0.219006662,139.7641857,2.459088828,139.5110302,356696.7633,0.608261224,5.80E-01,
0.484297232,200.2220411,2.766181123,204.0943226,242477.4141,0.536264941,3.09E-01,
0.328062961,194.53598,0.431544006,80.35243597,943838.6323,0.847267346,1.02E+00,
0.132970758,148.7550364,2.203608761,130.9607875,784938.2612,0.677669472,1.14E+00,
0.174479292,187.2376111,1.224936361,109.9224337,377815.0165,0.797117328,4.17E-01,
0.315033994,207.924855,2.989792506,195.8901203,1252919.395,0.59793101,1.47E+00,
0.364907962,184.891123,1.737249917,154.0470714,825412.261,0.654901979,1.05E+00,
0.255234793,217.01642,0.910992668,110.0354157,365778.9404,0.814519383,3.60E-01,
0.287936207,155.0720371,1.573570052,126.9985807,1027224.144,0.683019426,1.48E+00,
0.191395813,204.9286532,1.888170492,146.0003669,818344.8258,0.734697515,8.78E-01,
0.028566291,145.5911658,1.018971828,76.27652122,191049.1773,0.849831287,2.38E-01,
0.234722873,89.2010198,0.329909018,42.08383611,136936.7308,0.849396302,2.88E-01,
0.164579404,53.38234829,1.044970865,56.35912334,127510.3523,0.622579206,4.99E-01,
0.204018453,207.5110362,0.735046331,88.59113507,1010604.812,0.854439106,9.85E-01,
0.03279649,74.08311012,2.943072748,98.10829064,437771.3365,0.474407217,1.37E+00,
0.247051265,198.9698705,2.594053357,173.8449185,171360.0706,0.647699015,2.01E-01,
0.411971252,195.0023296,1.191013268,142.9855975,969366.6154,0.692858443,1.17E+00,
0.163337283,223.7050387,0.668539661,79.83893449,171360.3609,0.883185905,1.50E-01,
0.088483895,153.8632162,2.361089188,134.0601425,770542.0933,0.6867061,1.07E+00,
0.151351012,20.37368181,0.151208133,13.11730387,25311.4781,0.81025845,2.21E-01,
0.21510956,82.37203702,2.656643551,105.4133121,267335.5344,0.480871464,7.59E-01,
0.013241794,122.3985053,1.100581495,74.90623194,489052.9693,0.822913599,7.30E-01,
0.398084045,211.0010911,0.791186358,124.5691569,1050359.622,0.758358342,1.14E+00,
0.392480805,147.6970407,1.828664943,140.9343977,558642.7285,0.602665901,8.89E-01,
0.48065869,102.7797516,1.240636294,104.4412402,465650.4411,0.576142345,1.05E+00,
0.033935912,227.1419214,1.420950326,108.9574675,382381.0669,0.854106679,3.24E-01,
0.370985443,217.5795572,2.535356084,195.1905847,258763.0127,0.610353359,2.93E-01,
0.142635639,95.69889911,1.508699575,89.02097104,231716.0886,0.670355802,5.06E-01,
0.234443925,168.0996502,0.671299501,81.34611872,606512.4859,0.833888079,7.28E-01,
0.25126684,32.95516035,0.158683756,18.71217702,128754.7327,0.821622036,7.18E-01,
0.162716211,99.9077449,2.373281838,111.8895658,556689.6495,0.567798176,1.25E+00,
0.391817516,95.37126474,2.346948205,116.8512253,584957.2793,0.483848857,1.47E+00,
0.449339974,172.4843929,1.246204357,140.5116451,109991.7971,0.653661059,1.51E-01,
0.078881193,32.82713066,0.130722562,12.73781208,225741.5323,0.900098419,1.10E+00,
0.455376695,100.8289143,0.751673831,85.6069137,204645.7726,0.658187297,4.54E-01,
0.1336356,205.4616534,1.672448779,129.9991383,348988.5976,0.77977113,3.57E-01,
0.065873555,129.2861793,1.058740655,78.38352392,313704.3155,0.815883041,4.57E-01,
0.205020267,73.05288018,2.513394472,95.68347768,409323.871,0.470235509,1.31E+00,
0.355477846,201.6741927,2.595874019,186.9747254,644410.9562,0.602405215,7.78E-01,
0.398044207,51.55403807,1.191779567,63.46154632,99923.77938,0.503697386,4.43E-01,
0.026179668,63.86905705,0.983634872,55.51850209,492543.4857,0.726641166,1.48E+00,
0.489191805,187.4855349,0.525089262,114.0812362,429318.2587,0.73926325,5.36E-01,
0.016540531,125.3865135,0.179145063,17.99685524,1218760.972,0.961708947,1.49E+00,
0.251676478,58.6375335,1.107187508,63.27019978,75465.73092,0.596924722,2.77E-01,
0.237778959,208.020359,1.102630866,116.8136698,236224.3429,0.795257464,2.43E-01,
0.01423642,52.87775368,0.266039522,21.93918502,240839.5354,0.898183006,7.17E-01,
0.220342532,213.3651616,2.383170766,170.1508649,998751.9113,0.686369467,1.07E+00,
0.353275421,202.4235881,1.688878226,158.4405618,998268.3326,0.676516156,1.16E+00,
0.204038593,143.9392674,2.839618911,149.2425252,800254.6314,0.587672879,1.28E+00,
0.117702175,79.81925877,2.053916413,91.71152118,335855.8994,0.567002063,9.25E-01,
0.26831987,225.3390355,0.848519413,109.7655983,670767.0483,0.819901766,6.40E-01,
0.258843871,31.66591145,0.135451031,17.04645931,101818.3474,0.831373516,5.87E-01,
0.012525029,160.9464648,1.05805393,78.98761942,1217995.959,0.861899588,1.36E+00,
0.393357789,158.6531695,1.613017994,140.4252224,414769.8714,0.63309324,6.11E-01,
0.205986606,21.73799174,2.388650246,38.0402137,91420.82442,0.243804046,1.13E+00,
0.385848681,51.89863528,1.105404721,61.96509124,75313.87127,0.523933899,3.28E-01,
0.317685464,168.8075793,2.545861566,164.6430213,394134.0568,0.59476404,5.54E-01,
0.090116812,36.36259354,1.440816753,49.66162453,137863.6027,0.47254225,8.51E-01,
0.158210577,194.7810028,1.207278322,108.6375867,278756.8919,0.810321271,2.93E-01,
0.231873422,196.1285745,0.310180958,53.96257229,1263558.811,0.907795148,1.24E+00,
0.112576218,116.7428469,2.434295907,120.5840038,670689.2826,0.61319503,1.26E+00,
0.309487637,151.6162052,1.383187925,120.7573896,1005679.491,0.691398397,1.47E+00,
0.334957906,133.8162692,2.491718372,144.1265033,283584.2898,0.55258997,5.02E-01,
0.014049623,213.6509732,0.199177,20.11842668,899933.9362,0.970843562,6.93E-01,
0.081240756,125.7737856,0.599068292,54.55250644,801936.6612,0.876391407,1.13E+00,
0.090872374,75.94003902,1.209079591,69.46437569,78251.75099,0.692104129,2.07E-01,
0.474486523,95.29920328,0.96077924,91.27134832,93291.31647,0.607103786,2.24E-01,
0.342804346,110.0538977,1.637636738,110.8243241,74911.79095,0.598096248,1.55E-01,
0.391161775,161.2307187,0.230102149,61.76166419,470996.6846,0.856347469,6.09E-01,
0.082632461,163.995671,0.034889281,4.234209397,430813.7815,0.984752237,5.08E-01,
0.476645951,89.33773502,2.009760298,109.8678038,353067.3959,0.47821519,9.49E-01,
0.231962483,128.5430226,0.030290659,8.820948181,446542.0393,0.974647232,5.90E-01,
0.043546395,205.9785529,2.733870826,158.9464121,890852.9425,0.727362658,9.28E-01,
0.141887235,74.56906003,0.794992307,57.31686328,473313.9049,0.750460105,1.23E+00,
0.121635241,100.4563229,0.449863938,44.62168128,391876.4943,0.870871587,6.94E-01,
0.185202,170.5511518,0.798153895,84.09138402,224637.6634,0.836262428,2.61E-01,
0.111487464,54.19734904,1.195402019,58.91518118,86492.34411,0.613103558,3.33E-01,
0.221292126,145.8449572,0.565760326,68.37672644,388913.7915,0.844387456,5.22E-01,
0.124158374,173.6253397,0.762014132,75.24753825,126881.0432,0.865696565,1.38E-01,
0.38438993,188.3111602,2.67998121,184.8512581,338296.1711,0.574074897,4.41E-01,
0.266526222,16.69386491,2.940513696,33.70130477,16172.32934,0.211371609,3.03E-01,
0.274140827,163.4452854,2.141776183,147.4130313,1055011.183,0.641402785,1.48E+00,
0.198424669,150.3286893,2.945820298,154.6636336,782751.4409,0.590004681,1.20E+00,
0.095355475,42.475664,1.49754748,55.6364063,86945.45864,0.500237148,4.54E-01,
0.135102327,207.2668612,1.773263336,134.9480959,496149.4838,0.77094413,5.07E-01,
0.114406101,155.1004569,2.710626054,145.8156782,769922.7107,0.646908487,1.10E+00,
0.003906758,176.1088132,1.70918736,110.5656077,355213.1241,0.807561237,3.90E-01,
0.232823643,206.6052794,1.895382899,152.0548203,1036052.004,0.716825728,1.13E+00,
0.043995588,85.11506146,2.554411118,101.4202895,353309.794,0.546450772,9.24E-01,
0.133936846,171.7985511,0.158752788,24.22739036,768914.1026,0.955290032,7.77E-01,
0.17833018,153.6074828,0.502669437,60.44767177,335245.0511,0.875609363,4.12E-01,
0.079742576,28.81294076,0.064811636,7.262731862,213744.1273,0.935931226,1.13E+00,
0.217138071,117.019091,0.417573163,52.23346352,575653.6445,0.85686925,9.31E-01,
0.228119543,46.84981618,0.565615447,41.28222303,166936.775,0.697308829,7.14E-01,
0.368963756,208.7772078,0.629233863,107.2703396,631569.2469,0.797486963,6.73E-01,
0.32285387,188.7394931,1.399441348,137.398374,1229619.851,0.711496737,1.48E+00,
0.015531032,212.0156304,0.11318574,11.151737,1466019.629,0.979647897,1.19E+00,
0.082392701,176.1039627,2.409890952,143.0774337,394394.3609,0.710089733,4.80E-01,
0.042191288,130.1648343,2.654376545,128.4218513,146494.3607,0.640703719,2.44E-01,
0.233598352,39.75187718,1.362639172,53.2826321,71688.00305,0.470254766,4.11E-01,
0.112775834,113.1811646,0.127208785,17.58399274,610099.7975,0.954206741,8.85E-01,
0.284573287,26.63902844,2.035168636,43.82461835,133113.0915,0.281828389,1.30E+00,
0.303026076,178.0905053,2.050300456,154.2804588,146634.5864,0.65014527,1.91E-01,
0.077640311,80.31062442,0.886122693,59.65366246,312643.2055,0.76946863,7.37E-01,
0.137713794,177.2277709,0.370563202,47.33802029,1009157.783,0.918845671,1.03E+00,
0.026845041,36.61232871,2.541514407,57.69262857,168376.5601,0.351450513,1.12E+00,
0.104696839,35.94949315,1.289949709,47.64187597,88247.89817,0.494892889,5.44E-01,
0.175510159,77.11848643,1.392741111,78.21692868,533634.4504,0.631689315,1.47E+00,
0.261324726,46.12732878,0.389169283,35.19798241,60533.20219,0.742463761,2.58E-01,
0.01391519,34.53793821,0.971074783,40.67416076,160248.5597,0.584486327,9.64E-01,
0.164928397,99.66428197,0.395766833,43.80890941,235105.5532,0.867379102,4.28E-01,
0.055032943,220.6194437,1.96191251,135.8326659,976385.4614,0.796035282,9.07E-01,
0.059849584,222.7942525,2.479203947,156.9183933,1202257.857,0.753777627,1.15E+00,
0.065039531,138.1751989,2.608273371,132.3677149,237765.1057,0.650236243,3.73E-01,
0.185484864,89.26907042,0.295880581,36.30663893,503860.4969,0.877237291,1.01E+00,
0.207456381,113.1384839,0.747081537,70.66129092,191436.6447,0.79121692,3.35E-01,
0.224693456,19.01295889,2.211320894,33.72595288,88792.46444,0.231279839,1.28E+00,
0.227923812,165.673801,1.236959325,111.0747401,971806.7791,0.75777428,1.24E+00,
0.021635529,28.71776898,2.391137783,47.16225914,73383.41485,0.321782095,6.31E-01,
0.443602946,75.35159924,2.056708596,97.50452434,42425.95318,0.453571885,1.35E-01,
0.313924719,111.7209622,1.422875239,104.0868216,174093.6841,0.638964033,3.45E-01,
0.068282556,78.21272508,0.367367105,33.27988788,565510.4301,0.885807043,1.21E+00,
0.320238957,109.148394,2.171714851,120.9085195,396313.9786,0.549480221,8.43E-01,
0.02875432,219.8793653,2.091502481,137.7275573,904322.323,0.795472816,8.37E-01,
0.122870286,136.4955107,1.348252511,97.16372528,880247.117,0.761996475,1.30E+00,
0.366355617,165.7539591,1.634562369,141.8203628,343139.9348,0.649618946,4.81E-01,
0.247163489,211.2612121,1.815109957,152.3759251,866219.4087,0.72054295,9.25E-01,
0.271678608,57.81935744,1.490589532,70.59648359,345149.0256,0.521034162,1.34E+00,
0.008734766,228.6957991,2.609667656,156.8494962,1416178.153,0.769053157,1.29E+00,
0.160204956,161.3492427,1.974546236,131.1024793,259078.7489,0.703278136,3.47E-01,
0.467404765,117.0798824,2.340865662,136.9502955,428982.6981,0.495959946,8.92E-01,
0.357623251,201.1149913,1.30566978,142.6262526,782622.8264,0.711749949,8.98E-01,
0.409665384,103.8862033,1.403344879,105.0847847,214497.3885,0.588392054,4.73E-01,
0.429572983,131.541027,0.392055281,75.63219747,252716.0916,0.775690884,4.16E-01,
0.178504102,148.0155235,0.943280684,86.90731354,949134.6099,0.803732064,1.28E+00,
0.079816106,113.2449999,0.356994887,36.57839625,716793.8312,0.911858796,1.06E+00,
0.48806986,178.1431028,2.785428378,190.400341,444078.5323,0.519143828,6.30E-01,
0.178150201,142.344796,1.988700499,125.5122285,790094.3655,0.672777763,1.21E+00,
0.130522401,147.1827698,1.913137243,121.3760894,674962.5244,0.706036159,9.72E-01,
0.411746839,183.3261229,0.460682537,94.05913821,783581.1788,0.795866629,9.47E-01,
0.391609578,131.6908307,2.264705843,141.6185235,481013.7682,0.546857373,8.71E-01,
0.490891083,113.9316894,0.653571776,91.04437204,63699.80756,0.670340307,1.27E-01,
0.157745711,212.4859523,2.727282885,173.3807068,660540.0875,0.686287515,7.05E-01,
0.097683747,184.4885961,0.480238133,52.9928556,1486964.894,0.915742092,1.44E+00,
0.489033689,27.74973499,0.139486022,21.76734247,37991.64468,0.701120818,2.86E-01,
0.224557423,141.2963198,1.721949732,120.5563971,439645.0472,0.680348416,6.79E-01,
0.250325292,72.16152508,1.615694521,82.59279727,146079.5973,0.557164825,4.51E-01,
0.178416704,72.3595675,2.131927472,89.43473191,183143.8172,0.51612568,5.73E-01,
0.029430847,94.36839904,0.32683489,29.91538786,400612.4361,0.920023594,6.76E-01,
0.308804402,56.28051143,1.206509901,65.29183745,269331.3063,0.549087048,1.06E+00,
0.363324522,107.1627695,2.902082977,133.2043666,377668.0036,0.470050819,8.57E-01,
0.190876627,65.45946021,0.993045933,62.18758343,402121.2069,0.665140149,1.27E+00,
0.257635476,215.2168424,1.379452026,135.9970047,867722.4054,0.759861944,8.93E-01,
0.101349688,40.85746247,2.892041834,64.82378434,83174.81673,0.338917782,5.03E-01,
0.026707346,194.4675254,0.045106544,3.881292408,1367692.544,0.986338404,1.43E+00,
0.040652463,213.2672529,0.040509993,3.578505268,975936.5746,0.986838359,9.89E-01,
0.472982592,105.9062362,0.21190035,56.48293311,674572.382,0.791093794,1.36E+00,
0.229754561,75.78126294,2.721095532,100.9458818,56991.89978,0.452273428,1.78E-01,
0.047162522,112.2900839,1.458137854,88.49819389,273508.5522,0.745759448,4.80E-01,
0.372802625,132.8047598,0.239998124,54.96942982,654268.2331,0.849598036,1.00E+00,
0.175569157,76.63804641,1.604571273,82.81010573,152278.8717,0.598234763,4.30E-01,
0.40925792,184.2795309,1.369582012,145.692682,180144.6454,0.668669391,2.30E-01,
0.005132197,126.9785485,0.385980996,34.43102984,1017532.253,0.932495671,1.27E+00,
0.033740329,205.3185458,0.783269485,69.40193153,529880.573,0.905368396,4.58E-01,
0.015606661,228.6307882,0.99505905,82.51386135,1315874.314,0.898353854,1.04E+00,
0.292410357,166.3426788,2.480866706,159.5543317,1028852.925,0.60794859,1.45E+00,
0.201322834,47.61855732,0.342705698,31.53620468,275202.3895,0.790757326,1.08E+00,
0.108972085,62.06959919,2.060257677,79.02676856,194580.6155,0.508033936,7.04E-01,
0.473495265,227.1940439,1.849815535,193.0598042,569244.0328,0.615487045,6.31E-01,
0.033223187,170.1791561,2.5330744,140.4652743,1160588.519,0.712418998,1.44E+00,
0.345447276,74.09100888,0.823807473,67.70012127,199833.9852,0.655686628,5.78E-01,
0.483213122,84.71725762,1.215578022,91.70176753,411681.7433,0.551737398,1.13E+00,
0.043391936,12.21639537,1.356403617,21.40162617,40445.49668,0.285170606,8.28E-01,
0.305117288,34.4483496,0.442624787,33.01031391,188079.0661,0.655771815,1.12E+00,
0.329915628,112.9864759,0.172809927,39.12016185,410339.4301,0.881799421,6.99E-01,
0.122595688,188.4003006,1.813163461,130.1289892,159080.2574,0.759076311,1.77E-01,
0.43952554,225.5863173,1.890624729,188.4676009,1330135.388,0.628927295,1.46E+00,
0.207895811,209.3114452,0.166314996,33.53311395,1044090.939,0.945912628,9.26E-01,
0.176420735,86.16481723,0.86700809,65.82207468,120453.4622,0.74426079,2.78E-01,
0.305123792,166.8356452,1.667365488,136.9823411,536912.4176,0.675803925,7.29E-01,
0.069111672,92.15260154,2.089845332,98.08126176,444242.7904,0.612255265,1.03E+00,
0.241548607,225.0942774,0.669589153,92.18730619,450329.7424,0.854742731,4.15E-01,
0.041433156,151.0807972,0.458333553,43.78194509,1313391.365,0.922537775,1.45E+00,
0.496112895,107.2777436,2.46832884,132.3734408,522054.6506,0.466482721,1.19E+00,
0.223885845,72.64538572,0.848962749,62.26579369,314465.6485,0.700364974,8.84E-01,
0.211164091,167.1125602,1.033688577,99.71710785,703241.7227,0.791622222,8.69E-01,
0.460454822,190.5875877,1.180888188,147.7901077,280265.3344,0.66533729,3.52E-01,
0.045417042,24.20506508,2.427967648,41.28831177,113377.1156,0.295598205,1.18E+00,
0.067075645,163.1991354,0.406348268,42.62338596,479860.336,0.927381269,5.01E-01,
0.391062477,96.36147793,2.151558407,114.5253393,277535.8558,0.503467607,6.83E-01,
0.187722209,93.98397413,2.896207143,116.988564,459621.1448,0.497567283,1.14E+00,
0.319214764,52.46950213,1.085623577,60.45719107,255431.4993,0.55359204,1.08E+00,
0.139081557,203.2191846,1.900798852,139.5698668,685294.9302,0.754920752,7.21E-01,
0.489007081,98.58862668,1.908552694,116.2019018,282756.4917,0.498647902,6.88E-01,
0.018091723,35.5019031,1.753710291,51.33458859,41071.08459,0.42767135,2.67E-01,
0.106169967,11.66583225,1.740277582,21.94456056,66504.89951,0.239489413,1.49E+00,
0.386246156,180.4864049,2.205972359,168.6326132,1050201.826,0.601723459,1.40E+00,
0.183320035,207.0442395,0.98945048,102.2238157,167576.8258,0.830959538,1.66E-01,
0.157200295,51.92567501,1.78187885,67.99487456,185972.8429,0.48898664,8.10E-01,
0.462168782,228.8081891,2.339660517,207.4569838,220221.9888,0.587472104,2.45E-01,
0.098728555,169.4257946,2.330879051,139.7923492,563425.7325,0.703499597,7.15E-01,
0.465139228,172.2758479,2.583801842,180.3744366,404345.0626,0.535278167,5.85E-01,
0.358172186,51.26481246,0.971858202,58.22613086,223696.7457,0.557140924,9.67E-01,
0.408176717,208.3470217,2.547529625,195.2038424,416871.9971,0.586884428,4.97E-01,
0.039147848,147.0313969,1.928308815,114.558006,842097.193,0.741244539,1.16E+00,
0.29532358,214.4799283,1.679088034,154.6307408,390307.5659,0.712532655,4.18E-01,
0.386360258,120.3468296,1.596029025,118.5455113,642099.7843,0.598521954,1.23E+00,
0.036336507,109.1831739,1.978034006,102.2251773,484639.5963,0.676579553,9.20E-01,
0.113877015,152.2325556,0.441961292,49.11652666,1007464.019,0.905656383,1.18E+00,
0.155359807,130.4266565,1.262590522,94.58109615,236028.4301,0.75281213,3.68E-01,
0.166495351,196.1691251,1.409627124,119.99906,1147689.156,0.786034524,1.22E+00,
0.445006521,95.52425419,0.069167925,31.17504743,696754.6697,0.880368713,1.45E+00,
0.301965393,54.22084209,0.132366934,23.01810484,157530.4289,0.863155285,5.36E-01,
0.064368543,135.5489053,1.762193032,107.3378673,323909.2329,0.734793891,4.85E-01,
0.219049882,143.0112263,1.822535892,123.9988408,121268.9477,0.673868917,1.86E-01,
0.338533663,211.2401633,2.662142366,191.6650355,395837.4515,0.612047207,4.56E-01,
0.475553054,168.6073173,2.554935895,178.2465393,709958.1398,0.530373267,1.05E+00,
0.092036269,163.1014751,0.170944439,22.31295625,210684.0703,0.958338314,2.17E-01,
0.067881913,185.2352204,1.05121265,87.67382791,639788.5615,0.85723023,6.51E-01,
