Case,C (GPa),dP/dh (N/m),Wp/Wt,hm (um),Pm (N),Er (GPa),sy (GPa)
81,130.6312958,205493.9973,0.730549939,0.262481314,0.009000031,109.63,1.121
82,141.6021815,204199.6683,0.721251898,0.252108039,0.009000017,109.63,1.121
83,133.3048314,200761.2751,0.723910119,0.259835854,0.009000032,109.63,1.121
84,130.6016585,202720.573,0.73564518,0.26251084,0.009000014,109.63,1.121
85,126.627903,210271.0703,0.736604536,0.266598323,0.009000036,109.63,1.121
86,126.7317337,196075.3897,0.711368726,0.266489216,0.009000044,109.63,1.121
87,123.344795,205091.2979,0.741115849,0.27012274,0.009000013,109.63,1.121
88,153.7601322,194699.2132,0.710885173,0.241935745,0.009000027,109.63,1.121
89,138.8689993,198795.7996,0.720752856,0.254577444,0.009000055,109.63,1.121
90,144.6030362,195262.6081,0.716049349,0.24947857,0.009000029,109.63,1.121
91,152.4702517,195684.7348,0.722104675,0.242957145,0.009000041,109.63,1.121
92,107.2708212,202406.9706,0.74455984,0.289654679,0.009000004,109.63,1.121
93,125.1930675,205825.298,0.738615049,0.2681218,0.009000042,109.63,1.121
94,146.4768569,200984.1045,0.731125718,0.24787742,0.009000009,109.63,1.121
95,127.8616264,205960.9658,0.729148013,0.265309677,0.009000081,109.63,1.121
96,127.3450807,203054.1413,0.731998799,0.2658468,0.009000053,109.63,1.121
97,129.9797736,204002.6482,0.728722004,0.263138164,0.00900002,109.63,1.121
98,121.7747348,209524.2221,0.741038791,0.271858904,0.009000037,109.63,1.121
99,136.7808041,202496.4069,0.71882323,0.256512808,0.009000016,109.63,1.121
100,133.8886261,201708.4566,0.732536587,0.259267894,0.008999972,109.63,1.121
101,130.2284259,199687.0552,0.722851771,0.262885754,0.008999946,109.63,1.121
102,147.659662,196661.0333,0.713761146,0.246883235,0.009000053,109.63,1.121
103,138.7405808,201545.6405,0.718883219,0.25469505,0.009000042,109.63,1.121
104,145.697293,201883.6793,0.727034112,0.248539835,0.00900002,109.63,1.121
105,136.4115596,200366.9885,0.714912838,0.256859536,0.009000001,109.63,1.121
106,141.937879,202834.2614,0.722767552,0.251809191,0.008999978,109.63,1.121
107,134.0275105,206021.6456,0.730909466,0.259134242,0.009000022,109.63,1.121
108,133.8656923,197134.9557,0.711452713,0.259291401,0.009000062,109.63,1.121
109,145.5400899,196046.0957,0.715026448,0.248674269,0.009000038,109.63,1.121
110,148.2896416,197405.4649,0.705306108,0.246357751,0.009000016,109.63,1.121
111,135.6644625,205930.1668,0.719801683,0.257566384,0.00900004,109.63,1.121
112,141.3442806,202160.5225,0.730719643,0.252337916,0.009000016,109.63,1.121
113,148.9145919,193141.8077,0.707332701,0.24584064,0.009000044,109.63,1.121
114,138.2877401,200281.7041,0.718859404,0.255111647,0.009000036,109.63,1.121
115,137.0037837,197291.3391,0.711671473,0.256303584,0.008999988,109.63,1.121
116,144.6359524,197697.5591,0.713718013,0.249450205,0.009000031,109.63,1.121
117,137.6956998,195652.8001,0.707733982,0.255659411,0.00900003,109.63,1.121
118,129.4946287,201315.4222,0.721221706,0.263630413,0.009000005,109.63,1.121
119,123.1570437,204754.4232,0.736536609,0.270328983,0.009000041,109.63,1.121
120,127.5107785,197636.5369,0.731329,0.265672959,0.008999981,109.63,1.121
121,152.7345239,200012.7142,0.712726438,0.242746673,0.009000026,109.63,1.121
122,139.3139319,206105.561,0.72159447,0.254170294,0.009000034,109.63,1.121
123,140.4828854,198492.4386,0.717947335,0.253110053,0.008999994,109.63,1.121
124,130.5326186,200534.9853,0.734833114,0.262580383,0.009000023,109.63,1.121
125,129.0398993,196155.2009,0.720440844,0.264094378,0.008999996,109.63,1.121
126,128.7443872,208138.9834,0.726274394,0.26439756,0.009000014,109.63,1.121
127,130.2972171,201848.3401,0.718774222,0.262816841,0.00899998,109.63,1.121
128,126.2575918,201938.6802,0.738586796,0.266988672,0.009000014,109.63,1.121
129,126.0045167,205027.3261,0.734347543,0.267256798,0.009000023,109.63,1.121
130,143.3306096,196850.9479,0.715280674,0.250583004,0.008999993,109.63,1.121
131,143.9609228,196623.3891,0.700646727,0.250033918,0.008999999,109.63,1.121
132,127.6570081,205483.2564,0.729433471,0.265521161,0.009000009,109.63,1.121
133,130.1223308,197404.1552,0.729318318,0.262994361,0.009000046,109.63,1.121
134,121.3196206,206485.6555,0.746703453,0.272367923,0.009000009,109.63,1.121
135,131.3836424,202139.7011,0.730824418,0.261728445,0.009000013,109.63,1.121
136,131.1410739,203323.52,0.717414785,0.26197065,0.009000031,109.63,1.121
137,151.2424192,194114.7691,0.693135886,0.243940834,0.009000002,109.63,1.121
138,148.4010862,199160.6762,0.705999891,0.246264858,0.008999989,109.63,1.121
139,136.9135231,199795.9936,0.719468192,0.256388638,0.009000029,109.63,1.121
140,129.9990956,204324.1403,0.71697335,0.263118445,0.009000009,109.63,1.121
141,142.3081344,201653.7469,0.729099559,0.251482126,0.00900003,109.63,1.121
142,132.3850858,205431.0029,0.726015894,0.260737109,0.009000046,109.63,1.121
143,130.0410594,206324.2835,0.733457814,0.263076098,0.009000016,109.63,1.121
