Case,C (GPa),dP/dh (N/m),Wp/Wt,hm (um),Pm (N),Er (GPa),sy (GPa)
94,130.4831512,201011.9844,0.726793036,0.26263,0.009000012,109.63,1.063
95,157.1406265,192457.7266,0.720860137,0.239318901,0.008999999,109.63,1.063
96,135.7927394,196413.6617,0.730704777,0.257444263,0.00900001,109.63,1.063
97,132.6814941,200071.8188,0.718662034,0.260445622,0.009000041,109.63,1.063
98,137.0656697,200973.1072,0.723465954,0.256246851,0.009000068,109.63,1.063
99,127.3024169,203831.937,0.739783261,0.265890756,0.009000013,109.63,1.063
100,146.7916112,193101.1773,0.716431751,0.247611349,0.008999996,109.63,1.063
101,127.2301323,201463.7255,0.731662499,0.265966565,0.009000032,109.63,1.063
102,134.8497867,195962.6634,0.724425096,0.258343416,0.009000053,109.63,1.063
103,143.8641601,195874.0602,0.718212929,0.250118513,0.009000037,109.63,1.063
104,123.2567431,204426.4344,0.745500873,0.27021875,0.008999982,109.63,1.063
105,103.059113,208275.1501,0.730752213,0.295514488,0.00900003,109.63,1.063
106,127.349828,201916.1992,0.750819063,0.265841389,0.009000022,109.63,1.063
107,137.2678809,197241.0281,0.726685303,0.256057238,0.009000011,109.63,1.063
108,144.5360449,199202.7359,0.727806965,0.249536639,0.009000048,109.63,1.063
109,145.9986375,196994.7983,0.720738623,0.248283014,0.009000006,109.63,1.063
110,136.2195569,204346.938,0.733187992,0.257041053,0.00900004,109.63,1.063
111,136.0106538,203012.4763,0.72811345,0.257238119,0.009000022,109.63,1.063
112,129.3310766,203964.0104,0.729542796,0.263797325,0.009000024,109.63,1.063
113,132.7012162,202471.5512,0.725974243,0.260425755,0.009000005,109.63,1.063
114,118.7757815,207144.1525,0.740167139,0.275269031,0.009000002,109.63,1.063
115,134.1891783,205199.354,0.733058985,0.258978286,0.009000035,109.63,1.063
116,140.6127122,198239.2074,0.711720289,0.252993237,0.008999998,109.63,1.063
117,127.4652337,202022.0988,0.749165108,0.265720878,0.009000012,109.63,1.063
118,143.8177441,197360.5119,0.723126519,0.250158796,0.009000031,109.63,1.063
119,137.9800583,205410.5037,0.72746504,0.255395481,0.009000005,109.63,1.063
120,140.195103,199466.439,0.724277154,0.253370817,0.009000073,109.63,1.063
121,142.6688056,195008.6491,0.718264999,0.251164106,0.009000034,109.63,1.063
122,147.8057867,203843.7157,0.7236682,0.246760699,0.009000019,109.63,1.063
123,141.5696493,199168.2032,0.714769248,0.252136414,0.008999975,109.63,1.063
124,136.0456945,200692.1529,0.730895455,0.25720519,0.009000036,109.63,1.063
125,123.0792024,204547.1615,0.73187788,0.270414219,0.009000025,109.63,1.063
126,127.3338904,200680.4972,0.733287087,0.265857628,0.008999995,109.63,1.063
127,128.3987272,206731.3765,0.73600912,0.26475311,0.009000007,109.63,1.063
128,143.4556246,192842.4676,0.728656793,0.25047418,0.009000021,109.63,1.063
129,142.0967774,195155.6907,0.72768136,0.251669538,0.009000063,109.63,1.063
130,137.1744053,195630.9964,0.722119392,0.256144905,0.009000042,109.63,1.063
131,122.045329,202749.3028,0.736393323,0.271556904,0.009000007,109.63,1.063
132,131.7741322,198798.3548,0.722016014,0.261340356,0.009000013,109.63,1.063
133,128.9358952,198884.2115,0.730181432,0.264200683,0.008999983,109.63,1.063
134,138.0420145,197650.589,0.722495175,0.25533919,0.009000077,109.63,1.063
135,137.1495644,199247.3788,0.727817288,0.256167961,0.009000032,109.63,1.063
136,130.516231,201347.4265,0.72555966,0.262597074,0.009000037,109.63,1.063
137,141.5071892,194454.7187,0.705231539,0.25219286,0.009000033,109.63,1.063
138,136.1450693,199399.9736,0.722437581,0.257111159,0.009000026,109.63,1.063
139,132.1142213,195024.8495,0.733057957,0.261003702,0.009000008,109.63,1.063
140,127.8245012,201455.0611,0.729449783,0.265348158,0.009000078,109.63,1.063
141,130.7554489,199320.6581,0.722137728,0.262356357,0.00900001,109.63,1.063
142,145.7303576,198492.3891,0.713142653,0.24851147,0.009000008,109.63,1.063
143,145.1288503,197921.6929,0.714242702,0.249025707,0.008999992,109.63,1.063
