Case,C (GPa),dP/dh (N/m),Wp/Wt,hm (um),Pm (N),Er (GPa),sy (GPa)
63,102.1150374,192613.5297,0.713237374,0.296877224,0.00900002,109.63,1.168
64,95.59545353,193801.5651,0.727152393,0.306833828,0.009000025,109.63,1.168
65,99.61748638,198023.7655,0.708680154,0.300575896,0.009000028,109.63,1.168
66,90.46851985,192174.4905,0.717107616,0.315408864,0.009000057,109.63,1.168
67,95.12770919,197029.2358,0.719212562,0.307587027,0.009000012,109.63,1.168
68,99.74295538,195447.4729,0.713436729,0.300386046,0.008999984,109.63,1.168
69,95.61469337,201398.9001,0.722877861,0.306802872,0.00900002,109.63,1.168
70,96.14630827,195301.4025,0.717230258,0.305953695,0.009000031,109.63,1.168
71,97.44805894,204971.8314,0.725159867,0.30390362,0.00900005,109.63,1.168
72,101.3024598,199169.0197,0.711452566,0.298065317,0.009000008,109.63,1.168
73,95.65449792,198591.7999,0.724525364,0.306738786,0.009000006,109.63,1.168
74,95.13186802,195112.4798,0.720477639,0.307579879,0.008999987,109.63,1.168
75,99.25431613,198675.8902,0.70738482,0.301124701,0.008999993,109.63,1.168
76,89.40078542,196983.788,0.701079497,0.317286535,0.009000044,109.63,1.168
77,96.65032869,193596.0298,0.723310679,0.305154063,0.008999982,109.63,1.168
78,93.03058185,198056.1201,0.71938626,0.311034849,0.009000028,109.63,1.168
79,95.27463229,194641.6379,0.709826944,0.30735012,0.009000032,109.63,1.168
80,101.4128429,195220.599,0.722180161,0.297902867,0.008999996,109.63,1.168
81,102.2019906,195189.6098,0.720761743,0.296751115,0.009000032,109.63,1.168
82,97.38265141,195365.4374,0.714892967,0.304005235,0.009000025,109.63,1.168
83,89.53369331,207014.6465,0.739738113,0.317050769,0.009000033,109.63,1.168
84,99.85909506,198520.45,0.714302855,0.30021197,0.009000023,109.63,1.168
85,94.98523545,198502.7834,0.729187869,0.307817799,0.009000022,109.63,1.168
86,95.18918448,194225.3166,0.714963962,0.307488341,0.00900005,109.63,1.168
87,101.0043569,200040.4756,0.724308338,0.298505308,0.009000036,109.63,1.168
88,73.42506631,194664.9166,0.71787182,0.350106738,0.009000058,109.63,1.168
89,100.5368726,191989.0164,0.702492948,0.299198647,0.009000044,109.63,1.168
90,102.5446402,195922.3628,0.718353196,0.296254614,0.009000015,109.63,1.168
91,100.7316479,197384.7147,0.708062395,0.298908829,0.009000019,109.63,1.168
92,98.29970843,202018.3345,0.714219994,0.302583919,0.009000029,109.63,1.168
93,78.26178809,203804.7388,0.727012984,0.339115118,0.009000032,109.63,1.168
94,97.17901898,195082.4203,0.714840822,0.304322583,0.008999966,109.63,1.168
95,101.312363,192424.1345,0.703515504,0.298051183,0.009000034,109.63,1.168
96,102.853527,195556.5482,0.716007774,0.295809058,0.008999992,109.63,1.168
97,90.11481898,203191.1848,0.724237289,0.316026145,0.008999994,109.63,1.168
98,100.3938767,195740.5337,0.71944051,0.299411209,0.009000017,109.63,1.168
99,83.50047519,189934.0218,0.709116069,0.328305167,0.009000039,109.63,1.168
100,95.22821518,194729.1585,0.714400004,0.307425107,0.009000037,109.63,1.168
101,102.2469243,193488.0265,0.717831199,0.296684765,0.008999963,109.63,1.168
102,97.18507924,198547.4639,0.714078995,0.304314355,0.009000041,109.63,1.168
103,103.1574474,195199.3622,0.705094601,0.295373238,0.009000008,109.63,1.168
104,95.91242488,195420.0744,0.725254976,0.30632691,0.009000055,109.63,1.168
105,76.96085406,188623.9544,0.697845033,0.341969118,0.009000024,109.63,1.168
106,86.10692739,203765.2877,0.737909638,0.323297154,0.008999986,109.63,1.168
107,95.61359994,197553.6954,0.717658896,0.306805079,0.009000047,109.63,1.168
108,96.1749581,197333.0131,0.711071915,0.305908378,0.009000046,109.63,1.168
109,101.6106591,194947.8831,0.721392153,0.297613606,0.009000048,109.63,1.168
110,96.06734245,206244.8904,0.73049358,0.306079859,0.009000057,109.63,1.168
111,96.95765519,200473.358,0.730790662,0.304671353,0.009000059,109.63,1.168
112,103.6008542,188590.6364,0.714916361,0.294740367,0.009000001,109.63,1.168
113,95.96171541,191330.6851,0.726021801,0.306248045,0.009000044,109.63,1.168
114,95.52590927,193943.9631,0.722753237,0.306945872,0.009000047,109.63,1.168
115,97.60975233,194629.5637,0.719420814,0.303651622,0.00900004,109.63,1.168
116,95.49264718,195988.5693,0.722822647,0.30699891,0.009000023,109.63,1.168
117,96.12578172,193804.3042,0.718557716,0.305985642,0.008999989,109.63,1.168
118,97.67130005,196410.6252,0.728880795,0.3035554,0.009000008,109.63,1.168
119,103.8111449,199845.2193,0.712587409,0.294442108,0.009000027,109.63,1.168
120,95.89339789,197359.4361,0.715004295,0.306356738,0.009000022,109.63,1.168
121,100.3322919,193728.1863,0.700823333,0.299503652,0.009000051,109.63,1.168
122,99.9069268,198341.6207,0.721318431,0.300139734,0.009000002,109.63,1.168
123,95.43298213,191662.9512,0.715339895,0.307094713,0.009000014,109.63,1.168
124,93.66378601,197903.863,0.7346675,0.309981733,0.009000029,109.63,1.168
125,96.83948287,193656.8064,0.709001964,0.304856406,0.009000013,109.63,1.168
126,97.71918232,194885.2712,0.722906576,0.303481153,0.009000016,109.63,1.168
127,97.15223979,193891.6184,0.715198985,0.304365207,0.009000007,109.63,1.168
128,100.1967401,194667.8976,0.721246666,0.299705485,0.00900001,109.63,1.168
129,93.52167593,195993.2759,0.712800325,0.310217187,0.009000031,109.63,1.168
130,96.98751557,193318.5682,0.703565742,0.304623605,0.009000009,109.63,1.168
131,94.93193374,194071.7794,0.712267115,0.307904573,0.009000043,109.63,1.168
132,97.63087563,191802.1235,0.711513347,0.303618501,0.009000024,109.63,1.168
133,91.64315539,203270.5008,0.73965023,0.313380484,0.009000029,109.63,1.168
134,92.67330545,198020.2458,0.726401267,0.311633612,0.009000015,109.63,1.168
135,102.4530656,192896.4345,0.707813265,0.296386546,0.008999988,109.63,1.168
136,97.79669564,195289.4035,0.711699676,0.303360918,0.009000019,109.63,1.168
137,96.40585137,189692.3755,0.700146935,0.305541615,0.009000034,109.63,1.168
138,103.3086355,193056.9696,0.709170635,0.295156508,0.008999976,109.63,1.168
139,93.52872585,198853.5892,0.717189064,0.310204999,0.009000002,109.63,1.168
140,85.00737898,203728.2096,0.740068177,0.32538145,0.008999994,109.63,1.168
141,92.22330056,195414.366,0.721438123,0.31239316,0.009000025,109.63,1.168
142,96.13581509,197907.1731,0.719666276,0.305969875,0.009000001,109.63,1.168
143,101.7252866,198538.2467,0.721326784,0.297445354,0.009000016,109.63,1.168
